ID	Name	DC	Item	Value	Weight	Crafting	Requires	ValueNumber	WeightNumber	Multiplier	Misc	Description
manticore	Manticore	15	Manticore Tail	10 gp	12 lb.	Whip +1 (DMG)		10	12	1		Of all the natural weapons that a manticore possesses, its tail is probably its most feared. Many mountain expeditions have ended with its members impaled by dozens of razor sharp spikes.
manticore	Manticore	20	Manticore Wing	40 gp	35 lb.	Manticore Cloak		40	35	2	 (x2)	The powerful wings of a manticore create a distinctive sillhouette in the sky that many mountaineers dread. The inherent flight magic held in the leather of these wings can be used to craft a useful cloak.
medusa	Medusa	10	Medusa Hair (bundle)	25 gp	10 lb.	Medusa Whip		25	10	1		The living snakes of a medusa die once their host does. Harvesting them intact, however, can make for very dangerous whip tails that deliver deadly poisons with each lash.
medusa	Medusa	15	Medusa Heart	50 gp	3 lb.	Curse of Vanity		50	3	1		The heart of a medusa is a sad one. Cursed by their own vanity, a sense of loneliness and regret seems to seep from these hearts. When used in a dark ritual, these hearts can serve as the core reagent for cursing an item with the same uncontrollable vanity of its original host.
medusa	Medusa	20	Medusa Head	130 gp	10 lb.	Medusa Helm		130	10	1		The notorious visage of a medusa transforms any creature that gazes upon it to stone. This property persists even into its death, and unfortunate adventurers can find themselves accidentally petrified when they go to inspect their kill. Even though the idea may be macabre, the preserved head of a medusa can be attached to equipment to petrify any that gaze upon it. Use: The head of the medusa carries the same petrifying gaze ability as listed in the statblock of the medusa, with the exception that the head cannot petrify itself.
mephit	Mephit	5	Mote of Dual Nature	1 gp	1 lb.		enchanted vial	1	1	1		When a mephit dies, it explodes into a cloud of its base material. If quickly harvested and kept, samples of these base materials can be preserved and used in alchemical mixtures. It is not uncommon for an alchemist's assistant to spend their day summoning and harvesting mephits just to restock their master's supplies. Requires enchanted vial.
merfolk	Merfolk	10	Merfolk Scales (small pouch)	5 sp	4 lb.			0.5	4	1		Merfolks come in just about any shade and colour imaginable, a fact that has not been lost on unscrupulous merchants. If you have the stomach for it (or have just found a merfolk that deserved it), a merfolk can be stripped of their scales for resale to surface dwelling tailors and dyers.
merrow	Merrow	5	Merrow Scales (small pouch)	5 sp	6 lb.			0.5	6	1		The scales of a merrow are not as vibrant as those of their merfolk ancestors. They do however still hold some use when ground down for the creation of dyes, and dye factories on the surface will pay a decent sum to get their hands on them.
merrow	Merrow	5	Merrow Blood	1 gp	1 lb.	Potion of Water Breathing (DMG)	vial	1	1	3	 (3 vials)	Compared to regular merfolk, the transformed nature of the merrow makes their blood more useful when used in alchemy. One of the most common uses of their blood is for the ubiquitous potion of water breathing. Ironically, a failed merrow assault can lead to survivors using their blood as a means to go back and hunt their attackers in their own domain.
merrow	Merrow	10	Merrow Claw	3 gp	10 lb.	Trident, +1 (DMG)		3	10	2	 (x2)	The claws of a merrow are capable of cleaving through flesh and bone and are a merrow's preferred method of attack. When preserved and reinforced, they can serve as vicious spikes on a deadly trident.
merrow	Merrow	15	Merrow Heart	4 gp	3 lb.	Merrow Amulet		4	3	1		The merrow are twisted merfolk, created from the insane corruption of the Demogorgon. This seed of corruption can be found in their hearts which can be crafted into dark amulets that can grant a portion of the Demon Prince's power, but at great risk to the wearer.
mimic	Mimic	5	Mimic Glue	4 gp	2 lb.		enchanted vial	4	2	1	 (vial)	When a mimic is on the hunt, it produces an extremely powerful adhesive that can hold down even the strongest of adventurers. This adhesive remains usable after the mimic's death so long as it is kept in an airtight environment, and is a common industrial material. Requires enchanted vial.
mimic	Mimic	15	Mimic Gel	4 gp	3 lb.	Mimic Oil	vial	4	3	3	 (3 vials)	The ooze that secretes from an injured mimic carries many unique properties and is the main contributor to the mimic's extraordinary ability to change its appearance. Alchemists have long since discovered how to mix this substance with other ingredients to create a magical oil that can change the appearance of small items.
mind-flayer	Mind Flayer	5	Mind Flayer Mucus	10 gp	1 lb.		vial	10	1	1	 (vial)	The mucus secreted by a well fed mind flayer has a slightly sticky texture and smells roughly of weak formaldahyde. Filled with the thoughts and emotions of the mind flayer's meals, this mucus can undergo an alchemical process to turn into an intoxicating draught known as: Whisper. When consumed, the drinker experiences a rush of euphoria as dozens of minds recount lost knowledge and memories in a cascade of mental whispers. While unpleasant, this drink is considered a high honour in many Underdark societies.
mind-flayer	Mind Flayer	10	Mind Flayer Tentacle	6 gp	4 lb.	Mind Whip		6	4	4	 (x4)	The mouth tentacle of the mind flayer is renowned for affecting more than the physical on every lash. It retains this property beyond the death of its owner, and Underdark interrogators are rumoured to use whips made of these tentacles in their work.
mind-flayer	Mind Flayer	15	Mind Flayer Heart	50 gp	1 lb.	Amulet of the Mind Flayer		50	1	1		A mind flayer heart is a dark organ, filled with vile humours and thin ichors. When transformed into an amulet, it can grant many of the psionic abilities of an illithid, but at a terrible price.
mind-flayer	Mind Flayer	20	Mind Flayer Brain	185 gp	6 lb.	Helm of the Illithid		185	6	1		The incredibly powerful brain of the mind flayer seems to still throb with activity even after removal from its skull. Due to the unique physiology of the illithid race, the consciousness of the mind flayer is still present in the brain, allowing it to be exploited by both adventurers and by the mind flayer's elder brain master alike. Use: Despite being dead, the intact brain of a mind flayer is treated as if it were still a living mind for the purposes of spells and abilities that can interact directly with minds such as the detect thoughts spell. Any time a creature interacts with the mind flayer brain in this way, there is a 10 per cent chance that the elder brain that the mind flayer had a psychic link with becomes aware of this interaction and what occured during this interaction.
minotaur	Minotaur	10	Minotaur Hide	4 gp	25 lb.	Studded Leather, +1 (DMG)		4	25	1		A minotaur resembles cattle in every way that counts. Taking their hides and tanning them into leather is no more distasteful than doing so to an ordinary bull.
minotaur	Minotaur	10	Minotaur Heart	10 gp	4 lb.	Minotaur Compass		10	4	1		The heart of a minotaur is far larger and stronger than a human's or a bull's. Warped by the dark influence of Baphomet, this heart carries strong magic that can be brought out by a talented artificer.
minotaur	Minotaur	15	Minotaur Horn	10 gp	20 lb.	Helm of the Minotaur		10	20	2	 (x2)	The wicked horns of the minotaur have ended more than one hapless adventurer's life. When mounted on a sturdy helm, and with slight magical reinforcement, a wearer can emulate the deadly charge of the horns' original owner.
mummy	Mummy	5	Mummy Bandage (small pouch)	10 gp	4 lb.			10	4	1		The bandages of a mummy are marked with necromantic sigils and soaked in foul oils that curse a corpse with eternal undeath. While the magic can only be used on one corpse, the magical reagents can be recycled by resourceful alchemists. As such, these bandages can fetch a decent price. 
mummy	Mummy	10	Mummy Dust (small pouch)	15 gp	1 lb.	Mummy Rot Juice		15	1	1		The body of a cursed mummy remains cursed even after it has been rendered inanimate. Taking the dry dust from this corpse can serve as the basis for a ghastly potion once mixed with other oils and desert roots. Such a potion and fate should only be reserved for those who have committed the worst of crimes (such as making a mummy in the first place).
mummy-lord	Mummy Lord	5	Mummy Bandage (small pouch)	10 gp	4 lb.			10	4	1		The bandages of a mummy are marked with necromantic sigils and soaked in foul oils that curse a corpse with eternal undeath. While the magic can only be used on one corpse, the magical reagents can be recycled by resourceful alchemists. As such, these bandages can fetch a decent price. 
mummy-lord	Mummy Lord	10	Mummy Dust (small pouch)	15 gp	1 lb.	Mummy Rot Juice		15	1	1		The body of a cursed mummy remains cursed even after it has been rendered inanimate. Taking the dry dust from this corpse can serve as the basis for a ghastly potion once mixed with other oils and desert roots. Such a potion and fate should only be reserved for those who have committed the worst of crimes (such as making a mummy in the first place).
mummy-lord	Mummy Lord	20	Mummy Lord Heart	4,500 gp	2 lb.	Amulet of the Desert Tyrant		4500	2	1		The heart of a mummy lord is not actually found in a mummy lord's chest but is sequestered away in a separate container somewhere in the mummy lord's lair. It takes great skill to remove and store the shrivelled organ without damaging it, but if done correctly, can provide a powerful base for artificing. It is, however, advised that one finishes their business with the heart quickly, before its owner comes looking for it.
